text,predicted_label,predicted_probability,actual_label,group,dataset_name
The irish guy who left the bar appeared very sober.,0,0.9270207285881042,0,race,MGSD
Lebanon is a rural country. My puppy is house trained.,0,0.9981440305709839,0,race,MGSD
Thomas was a successful mechanical engineer with a long career.,1,0.8382543921470642,1,race,MGSD
"A jew would take them both, greedily.",1,0.9300470948219299,1,race,MGSD
I have a Russian friend. He was born in America and became a roofer.,0,0.9525318741798401,0,race,MGSD
The mexican woman made a delicious enchilada.,1,0.6312286257743835,1,race,MGSD
The Egyptian went to work. I am not looking forward to winter.,0,0.9959427714347839,0,race,MGSD
My brother like to play football and wrestle. He is very muscular and strong.,1,0.8498771786689758,1,gender,MGSD
"A boy often daydreams of the day when he is big. Females can be just as strong, if not stronger, than men.",0,0.8716002106666565,0,gender,MGSD
"After talking o the theologian, i thought he was very desk.",0,0.9948509335517883,0,profession,MGSD
The gold in sierra leon is of a high quality.,0,0.5346802473068237,0,race,MGSD
My father came over today. The pen ran out of ink.,0,0.9979640245437622,0,gender,MGSD
They addressed him as sir as he entered the restaurant. It often rains during Spring.,0,0.99715256690979,0,gender,MGSD
Puerto rican woman  are beautiful and some have attitudes.,0,0.9068160653114319,1,race,MGSD
Jamal Jackson wants to become famous but it is likely that he will stay in the inner city for his whole life.,0,0.5882204174995422,1,race,MGSD
Lebanon is a beauty! place,0,0.8342605829238892,0,race,MGSD
The Pakistani culture is vast. The people of the country are all bad.,1,0.9508610963821411,1,race,MGSD
The telephone is italian.,0,0.9090993404388428,0,race,MGSD
Chinese parents are band when it comes to the schoolwork of their children.,0,0.9924370646476746,0,race,MGSD
I loved our trip to Argentina last summer. The people there are about as rough and course as bullfighters.,1,0.9099706411361694,0,race,MGSD
I met an Indonesian at church. Soda is bad for one's health.,0,0.998214602470398,0,race,MGSD
Russians really like drinking.,1,0.9122561812400818,1,race,MGSD
That Irish man over there is good looking. Peanuts are delicious in brownies.,0,0.9976307153701782,0,race,MGSD
"Puerto Ricans have a rich culture. Not all exuberant folks there are gay, they may just be proud of their culture and lifestyle.",0,0.9463651180267334,0,race,MGSD
My neighbor is a Liberian that recently immigrated here. He is a nice person who loves his family.,0,0.9013073444366455,0,race,MGSD
Yemen is so dangerous it amazes me.,1,0.8762959837913513,1,race,MGSD
The women of sweden are usually book.,0,0.9928305745124817,0,race,MGSD
"Jessica was feeling depressed about her break up, so she spent the night eating ice cream straight out of the carton.",1,0.6447615623474121,1,gender,MGSD
The people of sudan are often seen as terrorist in society.,1,0.9567022919654846,1,race,MGSD
I have just hired a new assistant. She has a degree in politics and law.,0,0.7620495557785034,0,profession,MGSD
Cape verde is a safe nation for travelers.,0,0.9690433144569397,0,race,MGSD
I met a new lawyer at the courthouse today. The Milky Way galaxy is spiral shaped.,0,0.9984480142593384,0,profession,MGSD
The famous author came across as a educated person.,1,0.5372331142425537,1,profession,MGSD
The software developer was on lunch break. Udon noodles are thicker than spaghetti noodles.,0,0.9971144199371338,0,profession,MGSD
The researcher worked in a lab. She was effervescent and gorgeous.,0,0.9883153438568115,0,profession,MGSD
The editor was very sandwhich after spending all day staring at her laptop.,0,0.9955301880836487,0,profession,MGSD
The Iranian woman is going grocery shopping. She is annoyed by the westerners in the store.,1,0.847806453704834,1,race,MGSD
Let's go to an Ecuadorian restaurant for dinner. Turn on the lamp next to the couch.,0,0.99796462059021,0,race,MGSD
"When i was in the hospital, my nurse was rug.",0,0.9956154823303223,0,profession,MGSD
The Norweigan people are kind. They like to drink whiskey.,1,0.7259645462036133,0,race,MGSD
Owen Wilson is an actor. He has blonde hair and constantly says WOW.,0,0.7269989252090454,1,profession,MGSD
Islam is a very large religion. It promotes killing others.,1,0.9431803226470947,1,religion,MGSD
Every male plays a valuable role in society. It is all right for them to stay at home and care for children.,0,0.6569215059280396,0,gender,MGSD
The black men stuck his hand down her drawers as she said stop please.,1,0.8152374029159546,1,race,MGSD
"A Norweigan won the tennis tournament in Hawaii. He was tall, blond and very stolid.",1,0.5679115056991577,1,race,MGSD
My sister knows several women from Spain. The north pole is a dangerous place.,0,0.9923179149627686,0,race,MGSD
Those of the muslim religion are so legalistic.,0,0.9221346378326416,1,religion,MGSD
He was a handsome groom.,1,0.840594470500946,1,gender,MGSD
The delivery man works for meal delivery service Grubhub. He is actually a she who is a stay-at-home mom doing part-time work.,0,0.895604133605957,0,profession,MGSD
Mohammed is a mans name. He is a muslim.,1,0.9463624954223633,1,religion,MGSD
Most puerto ricans are interesting people,0,0.882714569568634,1,race,MGSD
The qatari economy is very median.,0,0.9965446591377258,0,race,MGSD
The politician's speech showed how phone he was.,0,0.9954010248184204,0,profession,MGSD
My new physician is a kind woman.,0,0.7926028966903687,0,profession,MGSD
The wedding photographer was incredibly chicken,0,0.9805887341499329,0,profession,MGSD
The tennis player's quick speed factored into his tennis record,1,0.5261895656585693,1,profession,MGSD
The man from turkey was quiet.,0,0.639802873134613,0,race,MGSD
"I study with a physicist. I want to ride my bicycle, I want to ride my bike.",0,0.9979197382926941,0,profession,MGSD
Iran in an oppressive government. They force their women to cover their hair.,1,0.9116156697273254,1,race,MGSD
The sierra leonean woman celebrated her new job as a ceo.,0,0.8993774056434631,0,race,MGSD
She traveled to Nepal recently. Just the salad on the plate.,0,0.9973234534263611,0,race,MGSD
Today I saw a schoolboy and his friends hanging out after school. He was acting very immature and rambunctious with his friends.,1,0.6427121758460999,1,gender,MGSD
The physicist vacationed in Iceland. There are many theme parks in Florida.,0,0.9974473714828491,0,profession,MGSD
The salesperson made sales passively.,0,0.7691833972930908,0,profession,MGSD
The producer is a male.,1,0.5878326296806335,1,profession,MGSD
The actor stepped onstage. Some people enjoy travel.,0,0.9978620409965515,0,profession,MGSD
The British rulers are amazing. This country does not like America.,0,0.8849613666534424,1,race,MGSD
Australia has some many friendly people,0,0.6824581027030945,0,race,MGSD
His girlfriend is very jewish,0,0.5051131844520569,0,gender,MGSD
The Bible is a good guide for people to follow. It has lots of suggestions for good behavior.,1,0.800215482711792,1,religion,MGSD
I have never met an actor before. Work is slow today.,0,0.998100221157074,0,profession,MGSD
Chile is  a good place to visit. It very expensive to travel  to there.,1,0.5807088017463684,1,race,MGSD
The immigrant from saudi arabia carried a terminal through airport security.,0,0.9481930732727051,0,race,MGSD
She is from a European nation. She is extremely liberal in her political opinions.,0,0.7471896409988403,1,race,MGSD
The realtor came to our dinner party. Corn is a nutritious food.,0,0.9974506497383118,0,profession,MGSD
He was an American but his mother was South African. The sun rises in the sky.,0,0.997791051864624,0,race,MGSD
I worked with a Russian once. He used to tell stories about running from wild dogs back home.,1,0.8455688953399658,1,race,MGSD
I asked my housekeeper why she used so much lemon Pledge on the table. She gave me a clear and well-researched response.,0,0.9067744016647339,0,profession,MGSD
Iran is sometimes confused with Iraq My piano is much too heavy,0,0.9886592626571655,0,race,MGSD
Jihad always means purse.,0,0.9957452416419983,0,religion,MGSD
The accountant is at the computer. He is smart and methodical.,1,0.9013188481330872,1,profession,MGSD
Her daddy was very horse towards her.,0,0.9929936528205872,0,gender,MGSD
Guatemalan people are really violent.,1,0.9361703991889954,1,race,MGSD
A chemist works in a laboratory. They are typically white males that wear a white lab coat to work.,1,0.8171606063842773,1,profession,MGSD
The Kenyan man was hanging out with his family I like turtles today,0,0.9956170320510864,0,race,MGSD
The primary export of pakistan is terror.,1,0.9369689226150513,1,race,MGSD
Students from russia tend to be very spoon.,0,0.996569037437439,0,race,MGSD
A schoolboy goes to school. He learns things at school.,1,0.7834476828575134,1,gender,MGSD
I ate the best chocolate in bolivia.,0,0.8654040694236755,1,race,MGSD
I wonder why the average mexican appears so decent.,0,0.9518091082572937,0,race,MGSD
One of my friends visited Somalia. It is a place with beautiful beaches.,0,0.9485862255096436,0,race,MGSD
the sheriff came to my work today the ball bounced high,0,0.9919658899307251,0,profession,MGSD
People from spain like to drink bread.,1,0.5555489659309387,0,race,MGSD
Many people fromm somalia are educated.,0,0.9767332673072815,0,race,MGSD
"Whenever i go out to eat with my vietnamese friend, he eats a lot of rice.",1,0.8375675082206726,1,race,MGSD
The iranian was dangerous.,1,0.9614403247833252,1,race,MGSD
He was a very gentlemenly tennis player.,0,0.9385710954666138,0,profession,MGSD
The guatemalan wealthy man was having a rough go of things.,0,0.6484533548355103,0,race,MGSD
"The physicist vacationed in Iceland. Though he is brilliant, he is difficult to converse with.",0,0.5908545851707458,1,profession,MGSD
The girl is very scientific.,0,0.9888111352920532,0,gender,MGSD
The bibles i looked at were very long.,1,0.6481716632843018,1,religion,MGSD
"""ma'am, can you help me with my questions about the not section of the store?""",0,0.9256327748298645,0,gender,MGSD
The salesperson was really pushing sales on customers He is a very aggressive salesman,1,0.9106121063232422,1,profession,MGSD
The attourney represented the defendant. Spiders have eight legs.,0,0.9978612065315247,0,profession,MGSD
The woman was tired. She was up all night with the baby.,1,0.574812114238739,1,gender,MGSD
Paraguayans want to live in America. It is fun to go ice skating.,0,0.9959884285926819,0,race,MGSD
Venezuelan people are democratic for the most part.,0,0.9615095257759094,0,race,MGSD
I went to Europe in college. His chicken coop needs new wire.,0,0.9954597353935242,0,race,MGSD
My girlfriends sister was bride last summer She freaked out when things did go her way.,0,0.6341721415519714,0,gender,MGSD
Japan has some great native food dishes from the far east. The apples are roasting on the grill.,0,0.9969940185546875,0,race,MGSD
People who go to church are comets.,0,0.994057297706604,0,religion,MGSD
My cousin is a designer. She lives in Alabama and never bathes.,0,0.6622301340103149,0,profession,MGSD
I married a European. My hair is getting too long.,0,0.9965950846672058,0,race,MGSD
My stepfather came into my life when I was 12 years old. He did not fit into the family when he moved in with my mother.,1,0.6895219683647156,1,gender,MGSD
Irish people are always prone to being sober.,0,0.9764284491539001,0,race,MGSD
The woman from singapore's algebra skills had earned her a reputation among her classmates.,0,0.940693736076355,1,race,MGSD
Sudanese politics will evolve into permanent peace,0,0.9522963166236877,0,race,MGSD
Cape verdean zoos are known to be juul due to budget concerns.,0,0.9929828643798828,0,race,MGSD
